10265,20,1996-07-25 00:00:00.000,Blondesddsl père et fils,Frédérique Citeaux
10266,12,1996-07-26 00:00:00.000,Wartian Herkku,Pirkko Koskitalo
10267,50,1996-07-29 00:00:00.000,Frankenversand,Peter Franken
10267,70,1996-07-29 00:00:00.000,Frankenversand,Peter Franken
10267,15,1996-07-29 00:00:00.000,Frankenversand,Peter Franken
10268,10,1996-07-30 00:00:00.000,GROSELLA-Restaurante,Manuel Pereira
10268,4,1996-07-30 00:00:00.000,GROSELLA-Restaurante,Manuel Pereira
10269,60,1996-07-31 00:00:00.000,White Clover Markets,Karl Jablonski
10269,20,1996-07-31 00:00:00.000,White Clover Markets,Karl Jablonski
10270,30,1996-08-01 00:00:00.000,Wartian Herkku,Pirkko Koskitalo
10270,25,1996-08-01 00:00:00.000,Wartian Herkku,Pirkko Koskitalo
10271,24,1996-08-01 00:00:00.000,Split Rail Beer & Ale,Art Braunschweiger
10272,6,1996-08-02 00:00:00.000,Rattlesnake Canyon Grocery,Paula Wilson
10272,40,1996-08-02 00:00:00.000,Rattlesnake Canyon Grocery,Paula Wilson
10272,24,1996-08-02 00:00:00.000,Rattlesnake Canyon Grocery,Paula Wilson
10273,24,1996-08-05 00:00:00.000,QUICK-Stop,Horst Kloss
10273,15,1996-08-05 00:00:00.000,QUICK-Stop,Horst Kloss
10273,20,1996-08-05 00:00:00.000,QUICK-Stop,Horst Kloss
10273,60,1996-08-05 00:00:00.000,QUICK-Stop,Horst Kloss
10273,33,1996-08-05 00:00:00.000,QUICK-Stop,Horst Kloss
10274,20,1996-08-06 00:00:00.000,Vins et alcools Chevalier,Paul Henriot
10274,7,1996-08-06 00:00:00.000,Vins et alcools Chevalier,Paul Henriot
10275,12,1996-08-07 00:00:00.000,Magazzini Alimentari Riuniti,Giovanni Rovelli
10275,6,1996-08-07 00:00:00.000,Magazzini Alimentari Riuniti,Giovanni Rovelli
10276,15,1996-08-08 00:00:00.000,Tortuga Restaurante,Miguel Angel Paolino
10276,10,1996-08-08 00:00:00.000,Tortuga Restaurante,Miguel Angel Paolino
10277,20,1996-08-09 00:00:00.000,Morgenstern Gesundkost,Alexander Feuer
10277,12,1996-08-09 00:00:00.000,Morgenstern Gesundkost,Alexander Feuer
10278,16,1996-08-12 00:00:00.000,Berglunds snabbköp,Christina Berglund
10278,15,1996-08-12 00:00:00.000,Berglunds snabbköp,Christina Berglund
10278,8,1996-08-12 00:00:00.000,Berglunds snabbköp,Christina Berglund
10278,25,1996-08-12 00:00:00.000,Berglunds snabbköp,Christina Berglund
10279,15,1996-08-13 00:00:00.000,Lehmanns Marktstand,Renate Messner
10280,12,1996-08-14 00:00:00.000,Berglunds snabbköp,Christina Berglund
10280,20,1996-08-14 00:00:00.000,Berglunds snabbköp,Christina Berglund
10280,30,1996-08-14 00:00:00.000,Berglunds snabbköp,Christina Berglund
10281,1,1996-08-14 00:00:00.000,Romero y tomillo,Alejandra Camino
10281,6,1996-08-14 00:00:00.000,Romero y tomillo,Alejandra Camino
10281,4,1996-08-14 00:00:00.000,Romero y tomillo,Alejandra Camino
10282,6,1996-08-15 00:00:00.000,Romero y tomillo,Alejandra Camino
10282,2,1996-08-15 00:00:00.000,Romero y tomillo,Alejandra Camino
10283,20,1996-08-16 00:00:00.000,LILA-Supermercado,Carlos González
10283,18,1996-08-16 00:00:00.000,LILA-Supermercado,Carlos González
10283,35,1996-08-16 00:00:00.000,LILA-Supermercado,Carlos González
10283,3,1996-08-16 00:00:00.000,LILA-Supermercado,Carlos González
10284,15,1996-08-19 00:00:00.000,Lehmanns Marktstand,Renate Messner
10284,21,1996-08-19 00:00:00.000,Lehmanns Marktstand,Renate Messner
10284,20,1996-08-19 00:00:00.000,Lehmanns Marktstand,Renate Messner
10284,5,1996-08-19 00:00:00.000,Lehmanns Marktstand,Renate Messner
10285,45,1996-08-20 00:00:00.000,QUICK-Stop,Horst Kloss
10285,40,1996-08-20 00:00:00.000,QUICK-Stop,Horst Kloss
10285,36,1996-08-20 00:00:00.000,QUICK-Stop,Horst Kloss
10286,100,1996-08-21 00:00:00.000,QUICK-Stop,Horst Kloss
10286,40,1996-08-21 00:00:00.000,QUICK-Stop,Horst Kloss
10287,40,1996-08-22 00:00:00.000,Ricardo Adocicados,Janete Limeira
10287,20,1996-08-22 00:00:00.000,Ricardo Adocicados,Janete Limeira
10287,15,1996-08-22 00:00:00.000,Ricardo Adocicados,Janete Limeira
10288,10,1996-08-23 00:00:00.000,Reggiani Caseifici,Maurizio Moroni
10288,3,1996-08-23 00:00:00.000,Reggiani Caseifici,Maurizio Moroni
10289,30,1996-08-26 00:00:00.000,B's Beverages,Victoria Ashworth
10289,9,1996-08-26 00:00:00.000,B's Beverages,Victoria Ashworth
10290,20,1996-08-27 00:00:00.000,Comércio Mineiro,Pedro Afonso
10290,15,1996-08-27 00:00:00.000,Comércio Mineiro,Pedro Afonso
10290,15,1996-08-27 00:00:00.000,Comércio Mineiro,Pedro Afonso
10290,10,1996-08-27 00:00:00.000,Comércio Mineiro,Pedro Afonso
10291,20,1996-08-27 00:00:00.000,Que Delícia,Bernardo Batista
10291,24,1996-08-27 00:00:00.000,Que Delícia,Bernardo Batista
10291,2,1996-08-27 00:00:00.000,Que Delícia,Bernardo Batista
10292,20,1996-08-28 00:00:00.000,Tradição Hipermercados,Anabela Domingues
10293,12,1996-08-29 00:00:00.000,Tortuga Restaurante,Miguel Angel Paolino
10293,10,1996-08-29 00:00:00.000,Tortuga Restaurante,Miguel Angel Paolino
10293,5,1996-08-29 00:00:00.000,Tortuga Restaurante,Miguel Angel Paolino
10293,6,1996-08-29 00:00:00.000,Tortuga Restaurante,Miguel Angel Paolino
10294,18,1996-08-30 00:00:00.000,Rattlesnake Canyon Grocery,Paula Wilson
10294,15,1996-08-30 00:00:00.000,Rattlesnake Canyon Grocery,Paula Wilson
10294,15,1996-08-30 00:00:00.000,Rattlesnake Canyon Grocery,Paula Wilson
10294,21,1996-08-30 00:00:00.000,Rattlesnake Canyon Grocery,Paula Wilson
10294,6,1996-08-30 00:00:00.000,Rattlesnake Canyon Grocery,Paula Wilson
10295,4,1996-09-02 00:00:00.000,Vins et alcools Chevalier,Paul Henriot
10296,12,1996-09-03 00:00:00.000,LILA-Supermercado,Carlos González
10296,30,1996-09-03 00:00:00.000,LILA-Supermercado,Carlos González
10296,15,1996-09-03 00:00:00.000,LILA-Supermercado,Carlos González
10297,60,1996-09-04 00:00:00.000,Blondesddsl père et fils,Frédérique Citeaux
10297,20,1996-09-04 00:00:00.000,Blondesddsl père et fils,Frédérique Citeaux
10298,40,1996-09-05 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10298,40,1996-09-05 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10298,30,1996-09-05 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10298,15,1996-09-05 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10299,15,1996-09-06 00:00:00.000,Ricardo Adocicados,Janete Limeira
10299,20,1996-09-06 00:00:00.000,Ricardo Adocicados,Janete Limeira
10300,30,1996-09-09 00:00:00.000,Magazzini Alimentari Riuniti,Giovanni Rovelli
10300,20,1996-09-09 00:00:00.000,Magazzini Alimentari Riuniti,Giovanni Rovelli
10301,10,1996-09-09 00:00:00.000,Die Wandernde Kuh,Rita Müller
10301,20,1996-09-09 00:00:00.000,Die Wandernde Kuh,Rita Müller
10302,40,1996-09-10 00:00:00.000,Suprêmes délices,Pascale Cartrain
10302,28,1996-09-10 00:00:00.000,Suprêmes délices,Pascale Cartrain
10302,12,1996-09-10 00:00:00.000,Suprêmes délices,Pascale Cartrain
10303,40,1996-09-11 00:00:00.000,Godos Cocina Típica,José Pedro Freyre
10303,30,1996-09-11 00:00:00.000,Godos Cocina Típica,José Pedro Freyre
10303,15,1996-09-11 00:00:00.000,Godos Cocina Típica,José Pedro Freyre
10304,30,1996-09-12 00:00:00.000,Tortuga Restaurante,Miguel Angel Paolino
10304,10,1996-09-12 00:00:00.000,Tortuga Restaurante,Miguel Angel Paolino
10304,2,1996-09-12 00:00:00.000,Tortuga Restaurante,Miguel Angel Paolino
10305,25,1996-09-13 00:00:00.000,Old World Delicatessen,Rene Phillips
10305,25,1996-09-13 00:00:00.000,Old World Delicatessen,Rene Phillips
10305,30,1996-09-13 00:00:00.000,Old World Delicatessen,Rene Phillips
10306,10,1996-09-16 00:00:00.000,Romero y tomillo,Alejandra Camino
10306,10,1996-09-16 00:00:00.000,Romero y tomillo,Alejandra Camino
10306,5,1996-09-16 00:00:00.000,Romero y tomillo,Alejandra Camino
10307,10,1996-09-17 00:00:00.000,Lonesome Pine Restaurant,Fran Wilson
10307,3,1996-09-17 00:00:00.000,Lonesome Pine Restaurant,Fran Wilson
10308,1,1996-09-18 00:00:00.000,Ana Trujillo Emparedados y helados,Ana Trujillo
10308,5,1996-09-18 00:00:00.000,Ana Trujillo Emparedados y helados,Ana Trujillo
10309,20,1996-09-19 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10309,30,1996-09-19 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10309,2,1996-09-19 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10309,20,1996-09-19 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10309,3,1996-09-19 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10310,10,1996-09-20 00:00:00.000,The Big Cheese,Liz Nixon
10310,5,1996-09-20 00:00:00.000,The Big Cheese,Liz Nixon
10311,6,1996-09-20 00:00:00.000,Du monde entier,Janine Labrune
10311,7,1996-09-20 00:00:00.000,Du monde entier,Janine Labrune
10312,4,1996-09-23 00:00:00.000,Die Wandernde Kuh,Rita Müller
10312,24,1996-09-23 00:00:00.000,Die Wandernde Kuh,Rita Müller
10312,20,1996-09-23 00:00:00.000,Die Wandernde Kuh,Rita Müller
10312,10,1996-09-23 00:00:00.000,Die Wandernde Kuh,Rita Müller
10313,12,1996-09-24 00:00:00.000,QUICK-Stop,Horst Kloss
10314,40,1996-09-25 00:00:00.000,Rattlesnake Canyon Grocery,Paula Wilson
10314,30,1996-09-25 00:00:00.000,Rattlesnake Canyon Grocery,Paula Wilson
10314,25,1996-09-25 00:00:00.000,Rattlesnake Canyon Grocery,Paula Wilson
10315,14,1996-09-26 00:00:00.000,Island Trading,Helen Bennett
10315,30,1996-09-26 00:00:00.000,Island Trading,Helen Bennett
10316,10,1996-09-27 00:00:00.000,Rattlesnake Canyon Grocery,Paula Wilson
10316,70,1996-09-27 00:00:00.000,Rattlesnake Canyon Grocery,Paula Wilson
10317,20,1996-09-30 00:00:00.000,Lonesome Pine Restaurant,Fran Wilson
10318,20,1996-10-01 00:00:00.000,Island Trading,Helen Bennett
10318,6,1996-10-01 00:00:00.000,Island Trading,Helen Bennett
10319,8,1996-10-02 00:00:00.000,Tortuga Restaurante,Miguel Angel Paolino
10319,14,1996-10-02 00:00:00.000,Tortuga Restaurante,Miguel Angel Paolino
10319,30,1996-10-02 00:00:00.000,Tortuga Restaurante,Miguel Angel Paolino
10320,30,1996-10-03 00:00:00.000,Wartian Herkku,Pirkko Koskitalo
10321,10,1996-10-03 00:00:00.000,Island Trading,Helen Bennett
10322,20,1996-10-04 00:00:00.000,Pericles Comidas clásicas,Guillermo Fernández
10323,5,1996-10-07 00:00:00.000,Königlich Essen,Philip Cramer
10323,4,1996-10-07 00:00:00.000,Königlich Essen,Philip Cramer
10323,4,1996-10-07 00:00:00.000,Königlich Essen,Philip Cramer
10324,21,1996-10-08 00:00:00.000,Save-a-lot Markets,Jose Pavarotti
10324,70,1996-10-08 00:00:00.000,Save-a-lot Markets,Jose Pavarotti
10324,30,1996-10-08 00:00:00.000,Save-a-lot Markets,Jose Pavarotti
10324,40,1996-10-08 00:00:00.000,Save-a-lot Markets,Jose Pavarotti
10324,80,1996-10-08 00:00:00.000,Save-a-lot Markets,Jose Pavarotti
10325,6,1996-10-09 00:00:00.000,Königlich Essen,Philip Cramer
10325,12,1996-10-09 00:00:00.000,Königlich Essen,Philip Cramer
10325,9,1996-10-09 00:00:00.000,Königlich Essen,Philip Cramer
10325,4,1996-10-09 00:00:00.000,Königlich Essen,Philip Cramer
10325,40,1996-10-09 00:00:00.000,Königlich Essen,Philip Cramer
10326,24,1996-10-10 00:00:00.000,Bólido Comidas preparadas,Martín Sommer
10326,16,1996-10-10 00:00:00.000,Bólido Comidas preparadas,Martín Sommer
10326,50,1996-10-10 00:00:00.000,Bólido Comidas preparadas,Martín Sommer
10327,25,1996-10-11 00:00:00.000,Folk och fä HB,Maria Larsson
10327,50,1996-10-11 00:00:00.000,Folk och fä HB,Maria Larsson
10327,35,1996-10-11 00:00:00.000,Folk och fä HB,Maria Larsson
10327,30,1996-10-11 00:00:00.000,Folk och fä HB,Maria Larsson
10328,9,1996-10-14 00:00:00.000,Furia Bacalhau e Frutos do Mar,Lino Rodriguez
10328,40,1996-10-14 00:00:00.000,Furia Bacalhau e Frutos do Mar,Lino Rodriguez
10328,10,1996-10-14 00:00:00.000,Furia Bacalhau e Frutos do Mar,Lino Rodriguez
10329,10,1996-10-15 00:00:00.000,Split Rail Beer & Ale,Art Braunschweiger
10329,8,1996-10-15 00:00:00.000,Split Rail Beer & Ale,Art Braunschweiger
10329,20,1996-10-15 00:00:00.000,Split Rail Beer & Ale,Art Braunschweiger
10329,12,1996-10-15 00:00:00.000,Split Rail Beer & Ale,Art Braunschweiger
10330,50,1996-10-16 00:00:00.000,LILA-Supermercado,Carlos González
10330,25,1996-10-16 00:00:00.000,LILA-Supermercado,Carlos González
10331,15,1996-10-16 00:00:00.000,Bon app',Laurence Lebihan
10332,40,1996-10-17 00:00:00.000,Mère Paillarde,Jean Fresnière
10332,10,1996-10-17 00:00:00.000,Mère Paillarde,Jean Fresnière
10332,16,1996-10-17 00:00:00.000,Mère Paillarde,Jean Fresnière
10333,10,1996-10-18 00:00:00.000,Wartian Herkku,Pirkko Koskitalo
10333,10,1996-10-18 00:00:00.000,Wartian Herkku,Pirkko Koskitalo
10333,40,1996-10-18 00:00:00.000,Wartian Herkku,Pirkko Koskitalo
10334,8,1996-10-21 00:00:00.000,Victuailles en stock,Mary Saveley
10334,10,1996-10-21 00:00:00.000,Victuailles en stock,Mary Saveley
10335,7,1996-10-22 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10335,25,1996-10-22 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10335,6,1996-10-22 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10335,48,1996-10-22 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10336,18,1996-10-23 00:00:00.000,Princesa Isabel Vinhos,Isabel de Castro
10337,40,1996-10-24 00:00:00.000,Frankenversand,Peter Franken
10337,24,1996-10-24 00:00:00.000,Frankenversand,Peter Franken
10337,20,1996-10-24 00:00:00.000,Frankenversand,Peter Franken
10337,28,1996-10-24 00:00:00.000,Frankenversand,Peter Franken
10337,25,1996-10-24 00:00:00.000,Frankenversand,Peter Franken
10338,20,1996-10-25 00:00:00.000,Old World Delicatessen,Rene Phillips
10338,15,1996-10-25 00:00:00.000,Old World Delicatessen,Rene Phillips
10339,10,1996-10-28 00:00:00.000,Mère Paillarde,Jean Fresnière
10339,70,1996-10-28 00:00:00.000,Mère Paillarde,Jean Fresnière
10339,28,1996-10-28 00:00:00.000,Mère Paillarde,Jean Fresnière
10340,20,1996-10-29 00:00:00.000,Bon app',Laurence Lebihan
10340,12,1996-10-29 00:00:00.000,Bon app',Laurence Lebihan
10340,40,1996-10-29 00:00:00.000,Bon app',Laurence Lebihan
10341,8,1996-10-29 00:00:00.000,Simons bistro,Jytte Petersen
10341,9,1996-10-29 00:00:00.000,Simons bistro,Jytte Petersen
10342,24,1996-10-30 00:00:00.000,Frankenversand,Peter Franken
10342,56,1996-10-30 00:00:00.000,Frankenversand,Peter Franken
10342,40,1996-10-30 00:00:00.000,Frankenversand,Peter Franken
10342,40,1996-10-30 00:00:00.000,Frankenversand,Peter Franken
10343,50,1996-10-31 00:00:00.000,Lehmanns Marktstand,Renate Messner
10343,4,1996-10-31 00:00:00.000,Lehmanns Marktstand,Renate Messner
10343,15,1996-10-31 00:00:00.000,Lehmanns Marktstand,Renate Messner
10344,35,1996-11-01 00:00:00.000,White Clover Markets,Karl Jablonski
10344,70,1996-11-01 00:00:00.000,White Clover Markets,Karl Jablonski
10345,70,1996-11-04 00:00:00.000,QUICK-Stop,Horst Kloss
10345,80,1996-11-04 00:00:00.000,QUICK-Stop,Horst Kloss
10345,9,1996-11-04 00:00:00.000,QUICK-Stop,Horst Kloss
10346,36,1996-11-05 00:00:00.000,Rattlesnake Canyon Grocery,Paula Wilson
10346,20,1996-11-05 00:00:00.000,Rattlesnake Canyon Grocery,Paula Wilson
10347,10,1996-11-06 00:00:00.000,Familia Arquibaldo,Aria Cruz
10347,50,1996-11-06 00:00:00.000,Familia Arquibaldo,Aria Cruz
10347,4,1996-11-06 00:00:00.000,Familia Arquibaldo,Aria Cruz
10347,6,1996-11-06 00:00:00.000,Familia Arquibaldo,Aria Cruz
10348,15,1996-11-07 00:00:00.000,Die Wandernde Kuh,Rita Müller
10348,25,1996-11-07 00:00:00.000,Die Wandernde Kuh,Rita Müller
10349,24,1996-11-08 00:00:00.000,Split Rail Beer & Ale,Art Braunschweiger
10350,15,1996-11-11 00:00:00.000,La maison d'Asie,Annette Roulet
10350,18,1996-11-11 00:00:00.000,La maison d'Asie,Annette Roulet
10351,20,1996-11-11 00:00:00.000,Ernst Handel,Roland Mendel
10351,13,1996-11-11 00:00:00.000,Ernst Handel,Roland Mendel
10351,77,1996-11-11 00:00:00.000,Ernst Handel,Roland Mendel
10351,10,1996-11-11 00:00:00.000,Ernst Handel,Roland Mendel
10352,10,1996-11-12 00:00:00.000,Furia Bacalhau e Frutos do Mar,Lino Rodriguez
10352,20,1996-11-12 00:00:00.000,Furia Bacalhau e Frutos do Mar,Lino Rodriguez
10353,12,1996-11-13 00:00:00.000,Piccolo und mehr,Georg Pipps
10353,50,1996-11-13 00:00:00.000,Piccolo und mehr,Georg Pipps
10354,12,1996-11-14 00:00:00.000,Pericles Comidas clásicas,Guillermo Fernández
10354,4,1996-11-14 00:00:00.000,Pericles Comidas clásicas,Guillermo Fernández
10355,25,1996-11-15 00:00:00.000,Around the Horn,Thomas Hardy
10355,25,1996-11-15 00:00:00.000,Around the Horn,Thomas Hardy
10356,30,1996-11-18 00:00:00.000,Die Wandernde Kuh,Rita Müller
10356,12,1996-11-18 00:00:00.000,Die Wandernde Kuh,Rita Müller
10356,20,1996-11-18 00:00:00.000,Die Wandernde Kuh,Rita Müller
10357,30,1996-11-19 00:00:00.000,LILA-Supermercado,Carlos González
10357,16,1996-11-19 00:00:00.000,LILA-Supermercado,Carlos González
10357,8,1996-11-19 00:00:00.000,LILA-Supermercado,Carlos González
10358,10,1996-11-20 00:00:00.000,La maison d'Asie,Annette Roulet
10358,10,1996-11-20 00:00:00.000,La maison d'Asie,Annette Roulet
10358,20,1996-11-20 00:00:00.000,La maison d'Asie,Annette Roulet
10359,56,1996-11-21 00:00:00.000,Seven Seas Imports,Hari Kumar
10359,70,1996-11-21 00:00:00.000,Seven Seas Imports,Hari Kumar
10359,80,1996-11-21 00:00:00.000,Seven Seas Imports,Hari Kumar
10360,30,1996-11-22 00:00:00.000,Blondesddsl père et fils,Frédérique Citeaux
10360,35,1996-11-22 00:00:00.000,Blondesddsl père et fils,Frédérique Citeaux
10360,10,1996-11-22 00:00:00.000,Blondesddsl père et fils,Frédérique Citeaux
10360,35,1996-11-22 00:00:00.000,Blondesddsl père et fils,Frédérique Citeaux
10360,28,1996-11-22 00:00:00.000,Blondesddsl père et fils,Frédérique Citeaux
10361,54,1996-11-22 00:00:00.000,QUICK-Stop,Horst Kloss
10361,55,1996-11-22 00:00:00.000,QUICK-Stop,Horst Kloss
10362,50,1996-11-25 00:00:00.000,Bon app',Laurence Lebihan
10362,20,1996-11-25 00:00:00.000,Bon app',Laurence Lebihan
10362,24,1996-11-25 00:00:00.000,Bon app',Laurence Lebihan
10363,20,1996-11-26 00:00:00.000,Drachenblut Delikatessen,Sven Ottlieb
10363,12,1996-11-26 00:00:00.000,Drachenblut Delikatessen,Sven Ottlieb
10363,12,1996-11-26 00:00:00.000,Drachenblut Delikatessen,Sven Ottlieb
10364,30,1996-11-26 00:00:00.000,Eastern Connection,Ann Devon
10364,5,1996-11-26 00:00:00.000,Eastern Connection,Ann Devon
10365,24,1996-11-27 00:00:00.000,Antonio Moreno Taquería,Antonio Moreno
10366,5,1996-11-28 00:00:00.000,Galería del gastrónomo,Eduardo Saavedra
10366,5,1996-11-28 00:00:00.000,Galería del gastrónomo,Eduardo Saavedra
10367,36,1996-11-28 00:00:00.000,Vaffeljernet,Palle Ibsen
10367,18,1996-11-28 00:00:00.000,Vaffeljernet,Palle Ibsen
10367,15,1996-11-28 00:00:00.000,Vaffeljernet,Palle Ibsen
10367,7,1996-11-28 00:00:00.000,Vaffeljernet,Palle Ibsen
10368,5,1996-11-29 00:00:00.000,Ernst Handel,Roland Mendel
10368,13,1996-11-29 00:00:00.000,Ernst Handel,Roland Mendel
10368,25,1996-11-29 00:00:00.000,Ernst Handel,Roland Mendel
10368,35,1996-11-29 00:00:00.000,Ernst Handel,Roland Mendel
10369,20,1996-12-02 00:00:00.000,Split Rail Beer & Ale,Art Braunschweiger
10369,18,1996-12-02 00:00:00.000,Split Rail Beer & Ale,Art Braunschweiger
10370,15,1996-12-03 00:00:00.000,Chop-suey Chinese,Yang Wang
10370,30,1996-12-03 00:00:00.000,Chop-suey Chinese,Yang Wang
10370,20,1996-12-03 00:00:00.000,Chop-suey Chinese,Yang Wang
10371,6,1996-12-03 00:00:00.000,La maison d'Asie,Annette Roulet
10372,12,1996-12-04 00:00:00.000,Queen Cozinha,Lúcia Carvalho
10372,40,1996-12-04 00:00:00.000,Queen Cozinha,Lúcia Carvalho
10372,70,1996-12-04 00:00:00.000,Queen Cozinha,Lúcia Carvalho
10372,42,1996-12-04 00:00:00.000,Queen Cozinha,Lúcia Carvalho
10373,80,1996-12-05 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10373,50,1996-12-05 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10374,30,1996-12-05 00:00:00.000,Wolski  Zajazd,Zbyszek Piestrzeniewicz
10374,15,1996-12-05 00:00:00.000,Wolski  Zajazd,Zbyszek Piestrzeniewicz
10375,15,1996-12-06 00:00:00.000,Hungry Coyote Import Store,Yoshi Latimer
10375,10,1996-12-06 00:00:00.000,Hungry Coyote Import Store,Yoshi Latimer
10376,42,1996-12-09 00:00:00.000,Mère Paillarde,Jean Fresnière
10377,20,1996-12-09 00:00:00.000,Seven Seas Imports,Hari Kumar
10377,20,1996-12-09 00:00:00.000,Seven Seas Imports,Hari Kumar
10378,6,1996-12-10 00:00:00.000,Folk och fä HB,Maria Larsson
10379,8,1996-12-11 00:00:00.000,Que Delícia,Bernardo Batista
10379,16,1996-12-11 00:00:00.000,Que Delícia,Bernardo Batista
10379,20,1996-12-11 00:00:00.000,Que Delícia,Bernardo Batista
10380,18,1996-12-12 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10380,20,1996-12-12 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10380,6,1996-12-12 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10380,30,1996-12-12 00:00:00.000,Hungry Owl All-Night Grocers,Patricia McKenna
10381,14,1996-12-12 00:00:00.000,LILA-Supermercado,Carlos González
10382,32,1996-12-13 00:00:00.000,Ernst Handel,Roland Mendel
10382,9,1996-12-13 00:00:00.000,Ernst Handel,Roland Mendel
10382,14,1996-12-13 00:00:00.000,Ernst Handel,Roland Mendel
